,championId,championLevel,championPoints,lastPlayTime,championPointsSinceLastLevel,championPointsUntilNextLevel,chestGranted,tokensEarned,summonerId
177,18,4,18502,1612311294000,5902,3098,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
178,133,4,17941,1610073119000,5341,3659,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
179,498,4,17362,1599774305000,4762,4238,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
180,141,4,16998,1585365468000,4398,4602,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
181,429,4,16413,1603924755000,3813,5187,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
182,45,4,16107,1602827096000,3507,5493,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
183,15,4,13970,1607654354000,1370,7630,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
184,203,4,13784,1604273341000,1184,7816,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
185,22,4,13470,1608154537000,870,8130,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
186,63,3,12339,1608001844000,6339,261,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
187,80,3,11513,1488986853000,5513,1087,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
188,164,3,11218,1608408739000,5218,1382,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
189,25,3,10463,1599771579000,4463,2137,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
190,59,3,10444,1610941786000,4444,2156,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
191,110,3,9996,1599588426000,3996,2604,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
192,163,3,9124,1610218887000,3124,3476,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
193,61,3,8653,1532723401000,2653,3947,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
194,62,3,8383,1605136781000,2383,4217,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
195,99,3,8340,1604980801000,2340,4260,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
196,115,3,7960,1532047036000,1960,4640,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
197,55,3,7869,1531787903000,1869,4731,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
198,43,3,7086,1608681435000,1086,5514,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
199,89,3,6468,1608152913000,468,6132,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
200,42,2,5797,1609890555000,3997,203,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
201,79,2,5509,1610943495000,3709,491,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
202,10,2,5270,1610147301000,3470,730,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
203,17,2,5085,1610148990000,3285,915,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
204,35,2,5038,1611519368000,3238,962,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
205,84,2,5002,1609567044000,3202,998,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
206,101,2,4543,1610144005000,2743,1457,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
207,266,2,4481,1503432018000,2681,1519,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
208,91,2,4345,1607113874000,2545,1655,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
209,58,2,4208,1589779821000,2408,1792,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
210,432,2,4111,1585373045000,2311,1889,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
211,4,2,4004,1611265166000,2204,1996,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
212,777,2,3810,1609048697000,2010,2190,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
213,76,2,3252,1526002517000,1452,2748,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
214,60,2,3219,1511440430000,1419,2781,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
215,30,2,3124,1588137604000,1324,2876,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
216,122,2,3079,1590448307000,1279,2921,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
217,23,2,2511,1461817999000,711,3489,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
218,54,2,2349,1512764996000,549,3651,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
219,360,2,2280,1607731811000,480,3720,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
220,24,2,2034,1572661295000,234,3966,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
221,112,2,2001,1589784185000,201,3999,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
222,86,2,1980,1446422344000,180,4020,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
223,11,2,1970,1488571099000,170,4030,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
224,254,1,1776,1507303856000,1776,24,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
225,27,1,1764,1503356925000,1764,36,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
226,74,1,1718,1504380149000,1718,82,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
227,28,1,1707,1562557726000,1707,93,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
228,161,1,1706,1609547597000,1706,94,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
229,107,1,1703,1559960963000,1703,97,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
230,555,1,1691,1608849214000,1691,109,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
231,38,1,1474,1513798740000,1474,326,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
232,32,1,1445,1512772810000,1445,355,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
233,37,1,1328,1504034472000,1328,472,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
234,20,1,1317,1514457796000,1317,483,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
235,78,1,1246,1456674366000,1246,554,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
236,26,1,1231,1610077334000,1231,569,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
237,106,1,1180,1589140417000,1180,620,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
238,50,1,1134,1589138153000,1134,666,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
239,268,1,1121,1607634043000,1121,679,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
240,350,1,1113,1559956472000,1113,687,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
241,98,1,1046,1446820565000,1046,754,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
242,75,1,955,1484976132000,955,845,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
243,31,1,890,1502466190000,890,910,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
244,48,1,802,1608000439000,802,998,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
245,96,1,750,1516681931000,750,1050,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
246,267,1,727,1513045511000,727,1073,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
247,34,1,647,1531785325000,647,1153,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
248,246,1,585,1608250850000,585,1215,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
249,5,1,476,1502599652000,476,1324,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
250,44,1,461,1488746387000,461,1339,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
251,36,1,337,1488094405000,337,1463,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
252,497,1,271,1609723836000,271,1529,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
253,9,1,223,1539293836000,223,1577,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
254,13,1,189,1604279032000,189,1611,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
255,69,1,158,1487962706000,158,1642,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
256,57,1,153,1484978186000,153,1647,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
257,72,1,137,1461878700000,137,1663,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
258,14,1,131,1606960163000,131,1669,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
259,245,1,126,1511446331000,126,1674,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
260,121,1,116,1511546609000,116,1684,False,0,aMEBpRtdyte42NBvGV7VPS5RC5hDvc-VHYqlbUjruRBKoQ
261,59,7,372579,1614887444000,350979,0,True,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
262,64,7,227918,1611194447000,206318,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
263,67,7,213007,1613320278000,191407,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
264,92,7,144030,1595548446000,122430,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
265,51,5,125774,1613256928000,104174,0,True,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
266,236,5,109288,1612796126000,87688,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
267,81,5,88584,1613321357000,66984,0,True,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
268,121,5,75106,1613074950000,53506,0,True,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
269,114,5,74183,1611841696000,52583,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
270,5,5,68443,1595944436000,46843,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
271,53,6,63727,1604504449000,42127,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
272,245,6,63288,1614793887000,41688,0,False,3,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
273,29,5,60243,1613191433000,38643,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
274,18,6,59446,1588650391000,37846,0,False,3,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
275,267,5,58336,1613392321000,36736,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
276,412,5,58001,1613400923000,36401,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
277,222,5,57056,1612897809000,35456,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
278,61,5,55820,1614797719000,34220,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
279,103,5,53980,1595469052000,32380,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
280,25,5,53847,1605417210000,32247,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
281,119,5,46424,1613263816000,24824,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
282,76,5,46271,1613396501000,24671,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
283,201,5,44818,1614885171000,23218,0,True,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
284,157,5,42783,1609862190000,21183,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
285,11,6,41114,1592622003000,19514,0,False,3,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
286,202,5,40280,1612966600000,18680,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
287,238,5,34669,1587256510000,13069,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
288,141,5,33006,1611081639000,11406,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
289,43,5,31197,1613394000000,9597,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
290,134,5,30989,1611961887000,9389,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
291,7,5,29241,1587178032000,7641,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
292,60,5,28570,1611085654000,6970,0,False,2,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
293,35,5,23563,1589138939000,1963,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
294,55,5,23534,1536520492000,1934,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
295,22,5,22280,1610458998000,680,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
296,104,5,21963,1614274919000,363,0,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
297,23,4,21274,1587880578000,8674,326,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
298,145,4,21101,1614711603000,8501,499,True,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
299,122,4,20431,1611958530000,7831,1169,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
300,117,4,20347,1607012374000,7747,1253,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
301,106,4,20151,1606505099000,7551,1449,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
302,2,4,19769,1610639395000,7169,1831,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
303,105,4,19338,1608319709000,6738,2262,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
304,110,4,19088,1613258911000,6488,2512,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
305,19,4,18754,1537626196000,6154,2846,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
306,32,4,17863,1610143893000,5263,3737,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
307,429,4,17829,1604858506000,5229,3771,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
308,99,4,17804,1604869659000,5204,3796,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
309,84,4,17660,1591322276000,5060,3940,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
310,48,4,16918,1614882855000,4318,4682,True,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
311,876,4,16403,1613403547000,3803,5197,True,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
312,113,4,16130,1606507246000,3530,5470,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
313,498,4,15399,1613949175000,2799,6201,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
314,120,4,13887,1611956377000,1287,7713,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
315,39,4,13886,1596418257000,1286,7714,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
316,21,4,13679,1612285121000,1079,7921,True,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
317,12,4,13397,1606488966000,797,8203,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
318,24,4,12932,1613265145000,332,8668,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
319,98,4,12824,1613953576000,224,8776,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
320,101,3,11514,1590299963000,5514,1086,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
321,15,3,11509,1613056065000,5509,1091,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
322,4,3,11364,1612964528000,5364,1236,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
323,33,3,11172,1605711598000,5172,1428,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
324,45,3,11144,1565750574000,5144,1456,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
325,69,3,10891,1523821350000,4891,1709,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
326,28,3,10771,1586203598000,4771,1829,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
327,133,3,10357,1613248004000,4357,2243,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
328,79,3,10313,1613266746000,4313,2287,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
329,142,3,10266,1613271094000,4266,2334,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
330,40,3,10123,1570162927000,4123,2477,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
331,163,3,10040,1611586781000,4040,2560,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
332,58,3,9894,1611588733000,3894,2706,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
333,54,3,9464,1608211405000,3464,3136,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
334,154,3,9343,1610481878000,3343,3257,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
335,17,3,9050,1614891590000,3050,3550,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
336,83,3,7710,1569654190000,1710,4890,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
337,111,3,7532,1613398402000,1532,5068,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
338,30,3,7232,1614714142000,1232,5368,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
339,1,3,7213,1604586330000,1213,5387,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
340,78,3,6832,1530227555000,832,5768,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
341,62,3,6764,1607652665000,764,5836,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
342,41,3,6647,1613260592000,647,5953,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
343,164,3,6548,1602432628000,548,6052,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
344,89,3,6439,1613079476000,439,6161,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
345,517,3,6282,1613195243000,282,6318,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
346,50,3,6213,1607541873000,213,6387,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
347,86,2,5304,1475620726000,3504,696,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
348,80,2,5266,1611838980000,3466,734,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
349,102,2,5209,1589157039000,3409,791,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
350,150,2,4952,1569530848000,3152,1048,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
351,8,2,4885,1613262394000,3085,1115,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
352,38,2,4882,1595471338000,3082,1118,False,0,w5jRERoshiR0hCL8mQ_XKulIZupbOnFJrkbvfhxsZECmhqc
